Review ID,Positive Restaurant Keywords,Negative Restaurant Keywords,Dish 1 Name,Dish 1 Keywords,Dish 2 Name,Dish 2 Keywords,Dish 3 Name,Dish 3 Keywords,Dish 4 Name,Dish 4 Keywords,Dish 5 Name,Dish 5 Keywords
997,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
998,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
999,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1000,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1001,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1002,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1003,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1004,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1005,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1006,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1007,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1008,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1009,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1010,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1011,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1012,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1013,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1014,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1015,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1016,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1017,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1018,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1019,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1020,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1021,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1022,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1023,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1024,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1025,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1026,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1027,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1028,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1029,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1030,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1031,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1032,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1033,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1034,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1035,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1036,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1037,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1038,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1039,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1040,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1041,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1041,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1042,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1042,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1043,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1043,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1044,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1044,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1045,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1045,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1046,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1046,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1047,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1047,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1048,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1048,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1049,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1049,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1050,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1050,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1051,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1051,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1052,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1052,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1053,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1053,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1054,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1054,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1055,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1055,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1056,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1056,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1057,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1057,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1058,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1058,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1059,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1059,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1060,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1060,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1061,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1061,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1062,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1062,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1063,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1063,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1064,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1064,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1065,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1065,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1066,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1066,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1067,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1067,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1068,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1068,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1069,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1069,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1070,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1070,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1071,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1071,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1072,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1072,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1073,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1073,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1074,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1074,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1075,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1075,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1076,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1076,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1077,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1077,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1078,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1078,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1079,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1079,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1080,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1080,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1081,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1081,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1082,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1082,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1083,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1083,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1084,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1084,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1085,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1085,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1086,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1086,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1087,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1087,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1088,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1088,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1089,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1089,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
1090,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1090,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
1091,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1091,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
1092,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1092,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
1093,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1093,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
1094,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1094,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
1095,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1095,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
1096,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1096,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
1097,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1097,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
1098,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1098,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
1099,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1099,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
1100,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1100,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
1101,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1101,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
1102,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1102,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
1103,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1103,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
1104,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1104,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
1105,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1105,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
1106,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1106,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
1107,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1107,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
1108,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1108,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
1109,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
